ID,Cubic,Quadratic,Gompertz
0,-148.8263854507404,-90.85510390346913,-188.2354782608696
1,-107.47651441909721,-76.57122323286684,-256.47634782608696
2,-64.68010373088923,-32.969260513784064,-191.58452173913042
3,-96.89344362891119,-49.11012652750908,-98.45880000000001
5,-180.56586512775152,-128.61249265345464,-205.30695652173915
6,-132.80176052478808,-65.69855264682053,-154.36278260869565
7,-143.3162664560058,-95.98981102350419,-150.3368695652174
8,-174.37373346458702,-142.5745957342029,-179.70034782608695
9,-155.4807638541297,-116.81126605986152,-132.65060869565218
10,-152.7081182238264,-76.70772326694353,-184.7817391304348
11,-166.72777411120936,-111.38696672130946,-181.57269565217393
12,-154.8600095740125,-97.6785981523245,-216.55565217391305
13,-84.95883004369335,-83.3370649565001,-58.78660869565218
15,-97.2754383531377,-43.940340505631475,-191.04034782608696
17,-174.6478501703211,-167.44092980313295,-174.01756521739134
18,-140.9383563675623,-122.92461977186638,-140.3713043478261
19,-81.68504701987192,-78.86606991387302,-58.7488695652174
21,-179.95358809952225,-148.4998998481019,-189.9873043478261
22,-116.02339735419885,-68.52916175309048,-145.8515625
23,-43.99281397444977,-32.317787138278625,-160.95495652173912
24,-39.96770634022967,-16.440133626715312,0.9632380952380953
25,-25.491504175388783,-7.223461591482438,4.415047619047619
26,-81.8350215858289,-47.98758975999764,-7.380352941176471
27,-92.69852118970506,-51.7072966941192,3.3043333333333327
28,-49.610170448003295,-19.57258259205597,14.26
29,-51.15247995155389,-30.54792512357922,-129.5117222222222
30,-92.07575401265241,-76.23462667380154,-62.4973125
31,-24.106113261767437,-12.729038828516106,6.34375
32,-40.41999288206754,-26.22078757824112,-5.137944444444444
33,-30.697712240163607,-14.90203084583006,-47.42727777777777
34,-64.75452858387689,-49.954884317676175,-6.933333333333333
35,-48.28147290144189,-25.717242026510096,-0.28875
36,-20.861238899000888,-1.5752502459153448,19.707166666666666
37,-12.058796334680203,7.258515253119401,32.62038888888889
38,-36.62544168071241,-15.555044514218894,-63.573277777777776
39,-93.56201496151168,-62.92463862323929,-43.295437500000006
40,-58.39883417332197,-29.566842811158583,-24.20388235294118
41,-37.02660978404994,-27.339822667215447,-58.7757037037037
42,-62.257742476413775,-39.566795750368094,-82.186125
43,-107.22044286109158,-50.58669803826633,-52.19977777777777
44,-32.39824927226783,-20.46194994810955,18.642857142857142
45,-78.32610429576698,-48.256730379795826,17.402333333333335
46,-51.467101477328306,-37.51175761427475,22.5765
47,-31.158275983557296,-24.019254709591728,27.847500000000004
48,-33.80504771353495,-16.920338712559115,24.279111111111114
49,-31.197650018739097,-18.66634911349969,19.8615
50,-39.977484567455704,-23.137737088022547,-45.929
51,-40.8691406583912,-23.20936166832609,-92.6622857142857
52,-44.607847300079236,-28.57864539379448,-5.143125
53,-29.490698519708456,-20.01089927162352,6.6033333333333335
54,-48.70999711182673,-35.915935025806185,-1.767111111111111
55,-56.10194369766786,-32.512183595472905,19.217454545454547
56,-9.979130557200737,-5.8749962150331685,6.850909090909091
57,-15.345431399883578,-4.107875602170459,-6.059636363636364
58,-18.19970748636084,-19.06358590274872,53.803583333333336
59,-18.28882100413923,-2.633752776205752,-68.55418181818182
60,-17.74291912045129,-7.250458568700863,19.668
61,-43.107543532184444,-31.558374729653718,-6.734
62,-38.50363220273958,-20.24335262809761,20.042749999999998
63,-12.6279750683502,-7.421832656399106,6.798545454545455
64,-14.159305978902815,-6.163382464337049,32.7615
65,-30.248583239789397,-18.21712815432411,-37.51709090909091
66,-19.95848337690183,-14.981144280997823,16.436
67,-7.611912210986212,-3.6809264023771253,9.374545454545455
68,-6.537803201937715,5.679138985025231,29.038545454545453
69,-7.840172272835631,2.59140003087002,18.56711111111111
70,36.18508366662123,35.66761275642281,54.297
71,-17.38767418130588,-5.8977407497012555,22.07025
72,-23.432189944720083,-12.967753983199769,13.543333333333335
73,-36.3408967058283,-22.89880688294531,-3.4545
74,-22.812343543346692,-14.198032788190517,11.045818181818182
75,-23.86854484987996,-13.405618537160182,9.30181818181818
76,-43.787777968298016,-27.17684983156646,-0.1275
77,-48.48442627635224,-29.442294064018345,-6.5512727272727265
78,6.434040431317831,8.529783564179658,18.17030769230769
79,7.347489615177365,13.39265573430651,24.430153846153843
80,-29.80608977619382,-18.14403595799537,5.936000000000001
81,8.30422777674098,15.555162324442177,27.929583333333333
82,-2.918965407420444,3.0888628282575765,10.980583333333334
83,-31.596605191411314,-21.16844663502485,-5.901
84,-24.420916862494927,-12.725463073841514,11.1975
85,-4.8773469397156255,-2.739165102530255,17.410833333333333
86,-13.504769628329573,-5.630643681393644,20.470833333333335
87,-18.4372797270265,-7.340355250667516,16.6005
89,-73.45907328348626,-68.68253602900116,37.36579591836734
90,-132.08411884478954,-91.71897809197809,-216.31267241379314
91,-140.08923998636192,-129.0701169564748,-49.97931147540984
92,-23.787229163855983,-19.694913077482184,22.843846153846155
93,-77.56920580499671,-32.49712835413424,-67.815
94,-24.539496960655796,-10.244460381577362,-33.336
95,-35.67302623356889,-8.813019996643082,58.716
96,-33.5572057153388,-7.753493088556605,54.7305
97,-26.215766380054745,-19.632736217377463,48.22425
98,-54.309007333806655,-25.18161231087244,48.06675
99,-61.790018912043514,-37.23608170381239,-62.63
100,-116.02707765220634,-57.90262397414038,88.242
101,-42.84447040953551,-17.30120859381608,-40.259375
102,-64.03053925874217,-42.11727422770947,50.807249999999996
103,-74.41745401206039,-26.36367444143568,51.52114285714285
104,-43.381935908674116,-30.468171487190993,54.26325
105,-21.562127231959536,-15.041553816397347,-66.356
106,-44.165593273391075,-33.59252046052231,58.660000000000004
107,-60.710762253297275,-16.540129128612076,-73.558875
108,-42.68918506261396,-40.00762920716226,-44.10857142857143
109,-60.20339765437419,-53.064512284560394,52.63316666666666
110,-60.90911032331626,-45.456529066881295,55.435500000000005
111,-15.635800274272055,-15.840716119914273,-50.037166666666664
112,-19.33264061773545,-17.06824503862925,-29.400000000000002
113,-64.0092889921678,-46.05462083494711,-46.894
114,-33.94109457683498,-19.836358569607437,57.268249999999995
115,-44.316104616461374,-32.3570178540049,57.07371428571428
116,-56.80907189994363,-33.55026920221244,58.77
117,-8.254600042808825,-6.529232628675137,-78.57849999999999
118,-19.451455845193546,-14.101979163826773,61.1975
119,-69.29942661124089,-29.10118766506927,-83.96116666666666
120,-31.894834418394087,-18.148632909238266,49.05875
121,-71.43986044884785,-57.11016757612222,46.83942857142857
122,-102.93369932108415,-53.01096840513963,-97.37599999999999
123,-29.93252926180161,-6.325769814185295,-41.498
124,-98.48304392749407,-39.49039577903176,74.448
125,-34.318680311390146,-4.226082433958485,54.85187500000001
126,-34.58637354578948,-31.16910313257037,52.6515
127,-37.202110925345,-35.07504140751648,57.47142857142857
128,-27.64541234945171,-13.568121519218897,60.558749999999996
129,-57.1630662202286,-20.440353708722423,-63.026
130,-87.35876704418398,-37.38831193122527,31.008000000000003
131,-37.95028561112074,-1.4766108302205687,55.29712500000001
132,-24.87649097562664,-15.070330266328542,47.54742857142857
133,-47.9227441322377,-11.248899916563934,53.968
134,-54.16445595748479,-26.66834173333991,53.242666666666665
135,-33.62530375729272,-20.02665745338998,-50.006
136,-103.61202319965992,-51.397356549633216,-114.804
137,-57.466772093001175,-24.737671692654754,-52.57
138,-47.69794764504552,-25.950897094519636,45.76285714285714
139,-48.90685240883454,-31.89971910456906,46.58175
140,-84.105001303763,-44.684385532139984,-75.75
141,-28.54884606775712,1.6269679279553306,-57.29175
142,-55.42594793514755,0.6782452314227546,-65.2715
143,-38.706313531576555,2.1762829116202753,58.709624999999996
144,-24.979903004547612,-16.10258083462323,51.40285714285714
145,-52.4300503757969,-27.83956333605647,54.5715
146,-57.72388572992759,-26.543697553114203,49.02975
147,-57.89866539873466,-12.603534634361958,-65.192
148,-36.53859815402482,-1.1196061936478694,-33.36822222222222
149,-53.9152369137238,-5.586976108511599,-71.267
150,-30.81427148108895,-9.745250912519017,52.488
151,-36.68968749115152,-25.30437002778154,55.19025
152,-59.39028471788703,-33.48335540402163,50.89333333333333
153,-64.09226581347977,-13.262158003365577,47.716
154,-50.14938145619773,-6.8563459557185515,-63.889
155,-59.63721828126798,-16.22663619573319,-72.5985
156,-37.915021554067884,-27.663379725150524,46.96628571428571
157,-39.06115873107937,-26.066461510338485,53.63199999999999
158,-49.32324999593724,-11.83662824809658,-56.202666666666666
159,-49.82345104998694,-4.812429971988018,52.859249999999996
160,-59.4002767689973,-1.1281820641418463,-0.756
161,-33.29404876510288,5.742398375761488,64.47099999999999
162,-23.219426216202937,-2.7827254483338706,-30.47183333333333
163,-38.43891879861189,-10.974468081550494,-59.323499999999996
164,-80.0526419755545,-12.019602003409531,55.004
165,-23.58814790010059,-9.100144298592069,61.5895
166,-118.08246762394381,-59.07660188194588,-123.84599999999999
167,-159.73209948516038,-64.11013252167996,-57.029
168,-145.629654716922,-73.98546318368447,82.362
169,-56.419505141750236,-25.816826218854068,78.924
170,-183.07391680053593,-77.88153135992052,30.378
171,-30.98003644853777,-13.112345528676375,38.47275
172,-73.83519245575398,-60.536574869678084,20.454749999999997
173,-127.85971583172885,-44.72430490446801,-123.28799999999998
174,-101.2700924060071,-56.11967061519991,-102.27000000000001
175,-152.40439894136603,-81.95265284619246,50.514
176,-34.11096005713988,-16.016019677099262,-63.23800000000001
177,-108.96224738600236,-69.0449146665411,21.395500000000002
178,-95.5366613427858,-44.18341525930214,15.018500000000001
179,-inf,-86.90600154731044,inf
180,-inf,-47.11513608061708,inf
181,-inf,-16.31241133699918,-inf
182,-67.78099720921858,-36.28263883590036,49.266000000000005
183,-80.68259328084036,-49.57864093070757,54.4565
184,-63.134125204062585,-33.21252104956514,46.396
185,-inf,-57.09564981858769,-inf
186,-inf,-132.5339153077585,inf
187,-inf,-79.7815215177944,inf
188,-121.59620610697446,-66.21202417467362,58.344
189,-126.85155497618796,-60.377220465882864,87.21000000000001
190,-53.82866332877595,-23.265415609826576,83.4
191,-inf,-95.15061094382813,-inf
192,-45.89847742582816,-17.739396144078086,99.708
193,-113.12579889334106,-36.3171672203102,-51.965999999999994
194,-133.27869613755416,-76.90366454999582,45.5875
195,-65.08807292055427,-46.46950374213254,63.727999999999994
196,-71.98108460343832,-48.574109853129215,55.286
197,-120.67721252420415,-36.437368935919245,97.92
198,-34.03458299179122,-2.2034457805165824,69.559
199,NA,-inf,NA
201,NA,59.46504437515516,NA
202,NA,-inf,NA
203,73.67734484387128,-inf,-61.416
204,-25.532020471088703,-10.646826120635879,70.5845
205,-13.090242024741238,3.1474526834077827,66.731
206,NA,5.392595487458318,NA
207,NA,-inf,NA
208,17.107590689229667,inf,-61.352
209,-110.81464749107495,-60.360663071010606,75.438
210,-inf,-79.82772109617781,inf
211,NA,-11.77208807081637,NA
213,55.740202530251594,inf,-71.296
214,7.655127745845137,7.4007308850282705,17.4375
215,-304.107353911719,-153.29848909431988,192.97199999999998
216,-139.85674434102089,-57.384846780158675,-201.63
217,-9.831598617235658,-11.673818420487876,20.84707142857143
218,-18.884760763273903,-11.754770749080668,-53.574625000000005
219,-634.9930385991056,-420.6161462703641,-595.287
220,-79.820814943443,-60.21787286579431,-140.874
221,-75.33988409832004,-30.435833579667186,-79.90708333333333
222,-36.08977856276776,0.799656228400408,40.849250000000005
223,-14.287439192440647,-0.5740801939424517,-71.8065
224,-256.624474624766,-232.7093674408545,-249.2482222222222
225,-75.43016070755118,-48.0325087571697,58.89033333333333
226,-20.84967287135486,-21.76143302509917,-32.43636363636364
227,-17.403222477042966,-17.27968844512853,-45.15766666666667
228,-170.9440011346356,-151.76595074828148,-167.868
229,-378.60986530723306,-305.3917943854461,-334.33200000000005
230,-89.09670593254762,-68.59697344540395,-102.4
231,-36.394466692852774,-28.084748094076716,-61.51709090909091
232,-17.081567119149522,-8.60165493955422,-37.844833333333334
233,-41.337352099921176,-17.4303718774883,-53.26383333333333
234,-83.13992022322176,-30.645676024560537,-178.44266666666664
235,-inf,-110.41878413144664,-inf
236,-13.203310573091674,-5.047684538986445,-121.91733333333333
237,-29.92982917516507,-20.37272448582248,-30.750222222222224
