ID,Cubic,Quadratic,Gompertz
0,2.769604883122184e-09,7.146838591129953e-22,0.999999997230395
1,4.416165181246883e-33,8.591056938210466e-40,1.0
2,2.774053883440899e-28,3.6073873644245256e-35,1.0
3,0.3137672787020487,1.3200554637939129e-11,0.6862327212847507
5,4.241029252486293e-06,2.2178888474292624e-17,0.9999957589707474
6,2.080628970957866e-05,5.583650052489435e-20,0.9999791937102905
7,0.029019600219720033,1.5342007969979513e-12,0.9709803997787456
8,0.06515723074872505,8.107138552611998e-09,0.9348427611441363
9,0.9999889652888201,4.008855964749507e-09,1.103070232397886e-05
10,1.0847304132217936e-07,3.404440440697049e-24,0.9999998915269588
11,0.0005973195566241417,5.742527680771118e-16,0.9994026804433752
12,4.008300300305914e-14,1.5352338140351638e-26,0.9999999999999598
13,0.6922965432003799,0.30770202114528944,1.4356543306663327e-06
15,4.358171618012154e-21,1.1421811397763021e-32,1.0
17,0.5692131058342279,0.015499297609216056,0.415287596556556
18,0.5703287041419862,6.99023906519018e-05,0.42960139346736187
19,0.8036785081264525,0.19631308764247302,8.404231074559814e-06
21,0.006580392292560185,9.731284362449113e-10,0.9934196067343113
22,3.33313800464059e-07,1.62035835794195e-17,0.9999996666861996
23,3.9981804911638997e-26,1.165903296433301e-28,1.0
24,0.9999922174603655,7.781245525566189e-06,1.2941090019444418e-09
25,0.999891760527236,0.00010791900808815238,3.2046467577110954e-07
26,0.9999999553189318,4.468106809481093e-08,6.800023125144497e-17
27,0.9999999987443497,1.255650277631519e-09,1.4229867285039438e-21
28,0.999999699793175,3.0020681148514287e-07,1.3515617630953087e-14
29,9.651009662379546e-18,3.2385493436244745e-22,1.0
30,0.9996365568022788,0.00036306554375698733,3.776539642538603e-07
31,0.9966266336218258,0.0033731229051512258,2.4347302311027665e-07
32,0.9991752261656376,0.0008247520468629148,2.1787499511923422e-08
33,0.00023281835250675196,8.650248383294604e-08,0.9997670951450094
34,0.9993890120417993,0.0006109879579226718,2.780561339025566e-13
35,0.9999874039215272,1.259604057306357e-05,3.7899651747436135e-11
36,0.999935124161647,6.487428715693427e-05,1.5511959350573736e-09
37,0.9999361335613943,6.386623995686054e-05,1.9864893811243548e-10
38,1.4075118422268414e-06,3.7417386249212046e-11,0.9999985924507403
39,0.99999977756563,2.2242221508850167e-07,1.2154906996211828e-11
40,0.9999994138903479,5.485451379439009e-07,3.756451419335161e-08
41,1.8930784752925288e-05,1.491796285297673e-07,0.9999809200356186
