ID,Cubic,Quadratic,Gompertz
0,39.40909281012921,97.38037435740047,0.0
1,148.99983340698975,179.90512459322014,0.0
2,126.9044180082412,158.61526122534636,0.0
3,1.565356371088825,49.34867347249093,0.0
5,24.74109139398763,76.69446386828452,0.0
6,21.561022083907574,88.66422996187512,0.0
7,7.020603109211606,54.34705854171321,0.0
8,5.326614361499935,37.12575209188407,0.0
9,0.0,38.66949779426817,22.83015515847751
10,32.0736209066084,108.07401586349127,0.0
11,14.844921540964577,70.18572893086447,0.0
12,61.69564259990054,118.87705402158855,0.0
13,0.0,1.6217650871932534,26.172221348041177
15,93.76490947294926,147.1000073204555,0.0
17,0.0,7.206920367188161,0.6302849529297703
18,0.0,18.01373659569593,0.5670520197361952
19,0.0,2.818977105998897,22.93617745465452
21,10.033716248303847,41.48740449972419,0.0
22,29.82816514580115,77.32240074690952,0.0
23,116.96214254728935,128.6371693834605,0.0
24,0.0,23.527572713514356,40.930944435467765
25,0.0,18.268042583906347,29.906551794436403
26,0.0,33.84743182583126,74.45466864465243
27,0.0,40.99122449558586,96.0028545230384
28,0.0,30.037587855947326,63.87017044800329
29,78.35924227066832,98.96379709864298,0.0
30,0.0,15.841127338850868,29.57844151265241
31,0.0,11.37707443325133,30.449863261767437
32,0.0,14.199205303826421,35.2820484376231
33,16.72956553761416,32.525246931947706,0.0
34,0.0,14.799644266200715,57.82119525054356
35,0.0,22.56423087493179,47.99272290144189
36,0.0,19.285988653085543,40.568405565667554
37,0.0,19.317311587799605,44.67918522356909
38,26.947836097065363,48.01823326355888,0.0
39,0.0,30.63737633827239,50.26657746151167
40,0.0,28.83199136216339,34.194951820380794
41,21.74909391965376,31.43588103648825,0.0
42,19.92838252358623,42.61932924963191,0.0
43,0.0,56.63374482282526,55.020665083313816
44,0.0,11.936299324158284,51.04110641512497
45,0.0,30.069373915971155,95.72843762910031
46,0.0,13.955343863053557,74.04360147732831
47,0.0,7.139021273965568,59.0057759835573
48,0.0,16.884709000975832,58.08415882464606
49,0.0,12.531300905239405,51.059150018739096
50,5.951515432544298,22.791262911977455,0.0
51,51.7931450558945,69.4529240459596,0.0
52,0.0,16.029201906284754,39.46472230007924
53,0.0,9.479799248084937,36.09403185304179
54,0.0,12.794062086020546,46.94288600071562
55,0.0,23.58976010219496,75.31939824312241
56,0.0,4.104134342167568,16.830039648109828
57,0.0,11.237555797713119,9.285795036247215
58,0.8638784163878803,0.0,72.86716923608205
59,50.26536081404259,65.92042904197606,0.0
60,0.0,10.492460551750426,37.41091912045129
61,0.0,11.549168802530726,36.37354353218444
62,0.0,18.26027957464197,58.54638220273958
63,0.0,5.2061424119510935,19.426520522895654
64,0.0,7.9959235145657654,46.92080597890281
65,7.268507669301513,19.2999627547668,0.0
66,0.0,4.977339095904009,36.39448337690183
67,0.0,3.9309858086090865,16.986457665531667
68,0.0,12.216942186962946,35.57634865648317
69,0.0,10.431572303705652,26.40728338394674
70,0.5174709101984192,0.0,18.629387243577185
71,0.0,11.489933431604623,39.457924181305884
72,0.0,10.464435961520314,36.975523278053416
73,0.0,13.442089822882991,32.8863967058283
74,0.0,8.614310755156176,33.85816172516488
75,0.0,10.462926312719778,33.170363031698145
76,0.0,16.610928136731555,43.66027796829802
77,0.0,19.042132212333893,41.93315354907951
78,0.0,2.095743132861827,11.73626726098986
79,0.0,6.045166119129145,17.082664230976476
80,0.0,11.662053818198448,35.74208977619382
81,0.0,7.250934547701197,19.625355556592353
82,0.0,6.007828235678021,13.899548740753778
83,0.0,10.428158556386464,25.695605191411314
84,0.0,11.695453788653413,35.618416862494925
85,0.0,2.1381818371853707,22.288180273048958
86,0.0,7.874125946935929,33.97560296166291
87,0.0,11.096924476358984,35.0377797270265
89,0.0,4.776537254485106,110.8248692018536
90,84.2285535690036,124.59369432181505,0.0
91,0.0,11.019123029887112,90.10992851095207
92,0.0,4.092316086373799,46.63107531770214
93,0.0,45.07207745086247,9.754205804996715
94,8.796503039344202,23.091539618422637,0.0
